,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit
1276,38,management,547,yes,no,unknown,may,4,-1,other,divorced,tertiary,no,14,137,0,0
5100,32,technician,28,yes,no,cellular,nov,1,-1,other,single,secondary,no,18,368,0,0
1080,58,entrepreneur,496,no,no,cellular,apr,1,-1,other,married,secondary,no,22,132,0,1
1627,60,management,73,no,no,telephone,aug,2,-1,other,married,tertiary,no,8,243,0,1
2781,31,management,22867,yes,no,unknown,may,2,-1,other,married,tertiary,no,27,241,0,0
7666,75,unemployed,1413,no,no,cellular,sep,2,188,success,married,primary,no,1,532,2,1
1476,31,self-employed,17924,yes,no,cellular,may,1,174,failure,single,tertiary,no,14,745,3,1
5999,71,unemployed,2600,no,no,cellular,aug,1,-1,other,married,primary,no,7,212,0,1
6030,43,admin,388,yes,no,cellular,nov,2,-1,other,married,secondary,no,19,111,0,0
5339,37,technician,1458,no,no,cellular,apr,1,-1,other,married,secondary,no,30,281,0,1
144,32,entrepreneur,1996,yes,no,cellular,nov,1,-1,other,married,secondary,no,18,271,0,0
4360,25,technician,148,no,no,cellular,jul,1,-1,other,single,tertiary,no,23,421,0,0
3502,35,entrepreneur,2971,no,no,cellular,nov,2,-1,other,married,secondary,no,21,112,0,0
995,41,blue-collar,2717,yes,yes,cellular,jul,2,-1,other,married,secondary,no,24,559,0,0
4944,43,blue-collar,1202,no,no,unknown,may,1,-1,other,married,primary,yes,30,295,0,0
7076,41,blue-collar,1384,yes,no,unknown,may,4,-1,other,married,secondary,no,15,1162,0,1
3549,32,blue-collar,415,yes,no,unknown,jun,4,-1,other,married,primary,no,2,777,0,1
5614,45,management,226,yes,no,cellular,feb,4,185,success,married,tertiary,no,15,91,6,1
7398,31,management,12569,no,no,cellular,sep,1,295,failure,single,tertiary,no,9,344,1,1
2935,34,admin,142,yes,no,cellular,may,1,-1,other,married,tertiary,no,13,459,0,1
1368,31,technician,313,yes,no,cellular,aug,2,-1,other,married,tertiary,no,27,114,0,0
679,23,management,2143,no,no,cellular,mar,2,-1,other,single,tertiary,no,30,180,0,1
6004,40,blue-collar,1808,yes,no,cellular,may,1,-1,other,married,secondary,no,12,560,0,1
4629,33,management,23,yes,yes,cellular,feb,1,-1,other,married,tertiary,no,6,150,0,0
7308,42,management,687,no,no,cellular,aug,2,-1,other,married,tertiary,no,11,667,0,0
5390,32,admin,-1,no,no,cellular,jul,2,-1,other,married,secondary,no,8,228,0,0
3767,48,services,7195,no,no,cellular,nov,2,-1,other,married,primary,no,21,609,0,1
2583,41,admin,1395,yes,yes,cellular,may,1,308,failure,married,secondary,no,11,85,2,0
5745,31,unemployed,315,no,no,cellular,jan,1,2,other,single,secondary,no,30,130,1,0
7746,39,technician,3494,yes,no,cellular,nov,1,92,failure,married,secondary,no,19,139,4,0
5721,48,management,2263,no,no,cellular,jul,2,-1,other,divorced,tertiary,no,29,874,0,1
3607,55,blue-collar,158,yes,no,unknown,may,18,-1,other,married,primary,no,15,176,0,0
1220,59,management,1585,no,no,telephone,aug,5,-1,other,married,tertiary,no,28,91,0,0
1446,33,blue-collar,390,yes,no,unknown,may,2,-1,other,divorced,primary,no,9,665,0,1
2987,58,technician,3399,no,no,cellular,may,1,97,other,married,secondary,no,26,1078,7,1
2407,34,technician,47,no,no,cellular,aug,6,-1,other,married,secondary,no,25,132,0,0
3249,30,management,134,yes,no,unknown,may,1,-1,other,married,tertiary,no,19,70,0,0
2943,47,blue-collar,820,no,no,cellular,oct,1,-1,other,married,secondary,no,19,98,0,1
5189,35,services,1279,yes,no,unknown,jun,5,-1,other,married,secondary,no,16,114,0,0
7059,40,technician,-496,no,no,telephone,jul,2,-1,other,married,secondary,no,28,22,0,0
7511,22,unemployed,552,no,no,cellular,sep,1,-1,other,single,secondary,no,1,327,0,1
4837,31,management,165,no,yes,cellular,aug,2,-1,other,single,tertiary,no,8,523,0,1
7581,31,blue-collar,3311,yes,no,unknown,may,1,-1,other,married,secondary,no,20,719,0,1
1858,33,admin,7608,no,no,cellular,mar,4,-1,other,single,tertiary,no,30,238,0,1
7222,25,admin,894,yes,no,unknown,may,1,-1,other,married,secondary,no,28,328,0,0
3935,31,services,997,yes,no,cellular,feb,1,190,failure,married,primary,no,3,256,3,0
961,28,admin,352,yes,yes,cellular,may,1,-1,other,single,secondary,no,18,431,0,1
1345,32,services,772,yes,no,unknown,may,3,-1,other,single,secondary,no,15,697,0,1
7239,63,unemployed,2896,no,no,cellular,jul,1,119,success,married,secondary,no,1,304,2,1
5483,36,services,1746,yes,no,cellular,apr,1,316,failure,married,secondary,no,7,15,1,0
3906,32,management,728,yes,no,unknown,may,1,-1,other,single,tertiary,no,21,125,0,0
4458,34,management,417,yes,no,cellular,aug,1,174,failure,single,tertiary,no,5,270,15,1
6619,34,blue-collar,39,no,no,cellular,may,2,299,failure,single,secondary,no,13,254,3,0
1911,23,technician,4545,no,no,cellular,jun,1,-1,other,single,secondary,no,3,200,0,0
508,30,admin,983,yes,no,cellular,may,2,-1,other,single,secondary,no,27,189,0,1
32,33,technician,348,yes,no,cellular,may,2,294,success,married,secondary,no,7,263,1,0
4252,30,services,1649,yes,no,unknown,may,1,-1,other,single,secondary,no,23,206,0,0
6464,57,admin,1694,yes,no,telephone,nov,1,-1,other,married,primary,no,17,378,0,0
7585,48,admin,292,yes,yes,cellular,jul,6,-1,other,married,secondary,no,29,164,0,0
6663,34,admin,661,yes,no,cellular,aug,2,183,failure,divorced,secondary,no,5,245,10,1
2843,61,unemployed,3140,yes,yes,cellular,aug,4,98,other,married,tertiary,no,6,975,1,1
1644,60,blue-collar,104,yes,no,unknown,may,1,-1,other,married,unknown,no,5,22,0,0
4677,30,admin,914,yes,no,cellular,oct,3,272,failure,single,secondary,no,28,524,1,1
2249,47,admin,989,no,no,unknown,jun,1,-1,other,married,unknown,no,19,116,0,0
5294,34,admin,303,no,no,cellular,jun,3,126,failure,single,secondary,no,4,282,3,1
3697,36,technician,-179,yes,no,cellular,jul,1,-1,other,married,secondary,no,17,144,0,0
3102,37,technician,157,yes,no,unknown,may,2,-1,other,married,secondary,no,7,238,0,0
7463,58,services,435,yes,no,telephone,jul,6,-1,other,married,primary,no,28,122,0,0
6873,35,admin,404,yes,no,unknown,may,1,-1,other,married,secondary,no,29,539,0,1
235,35,management,2161,no,no,cellular,sep,3,-1,other,married,tertiary,no,9,569,0,1
2173,48,management,1147,no,no,cellular,aug,1,64,success,married,tertiary,no,5,389,2,1
2519,32,blue-collar,118,yes,no,cellular,jul,1,-1,other,single,secondary,no,17,1275,0,1
5740,46,unemployed,8564,no,no,cellular,aug,2,342,failure,married,tertiary,no,2,397,1,0
5839,30,management,572,no,no,cellular,jun,3,183,success,single,tertiary,no,17,339,2,1
4838,27,technician,0,no,yes,cellular,jul,1,-1,other,single,secondary,yes,8,732,0,1
175,61,management,175,no,no,telephone,aug,2,-1,other,married,tertiary,no,5,270,0,1
5942,33,management,71,no,no,cellular,feb,3,102,failure,married,tertiary,no,26,335,2,1
7505,26,admin,5231,no,yes,cellular,jul,2,-1,other,married,secondary,no,17,222,0,0
3023,36,entrepreneur,177,yes,no,unknown,may,5,-1,other,married,primary,no,12,63,0,0
7163,55,services,4,no,no,cellular,nov,3,-1,other,married,primary,no,21,85,0,0
4831,45,admin,1506,no,no,cellular,jul,4,-1,other,divorced,tertiary,no,28,365,0,1
4323,38,technician,-242,yes,no,cellular,may,3,278,success,single,secondary,no,18,1173,6,1
2453,33,management,952,yes,no,cellular,apr,5,-1,other,single,tertiary,no,29,1241,0,1
6860,85,unemployed,1255,no,no,cellular,jan,3,-1,other,married,primary,no,15,233,0,1
942,34,admin,0,yes,no,cellular,may,1,-1,other,divorced,secondary,no,6,153,0,0
2877,55,management,559,no,no,cellular,jan,2,-1,other,married,unknown,no,28,271,0,0
1766,54,unemployed,3611,yes,no,cellular,feb,1,-1,other,single,secondary,no,5,81,0,0
5420,22,unemployed,549,no,no,cellular,sep,1,-1,other,single,unknown,no,2,154,0,0
1666,32,services,109,yes,no,unknown,jun,13,-1,other,married,secondary,no,2,364,0,0
2305,50,unemployed,3357,no,no,cellular,jun,4,-1,other,married,secondary,no,9,239,0,1
5438,51,services,1613,no,no,cellular,aug,1,-1,other,divorced,tertiary,no,4,870,0,1
739,37,technician,2442,no,no,cellular,feb,3,-1,other,single,secondary,no,16,91,0,1
3387,46,management,2817,no,no,cellular,sep,1,-1,other,married,tertiary,no,17,543,0,1
5663,26,unemployed,2503,no,no,cellular,apr,1,63,failure,single,unknown,no,30,121,2,0
4742,32,management,623,no,no,cellular,jul,3,194,failure,single,tertiary,no,6,335,2,1
2438,44,blue-collar,0,no,no,cellular,jul,2,-1,other,married,secondary,no,30,684,0,1
6210,58,unemployed,565,no,no,telephone,jul,1,-1,other,married,primary,no,7,876,0,1
1363,52,admin,-462,yes,no,cellular,feb,5,-1,other,married,secondary,no,9,172,0,0
1213,32,management,769,no,no,cellular,aug,2,-1,other,single,tertiary,no,29,695,0,1
978,34,admin,1880,yes,no,unknown,may,1,-1,other,single,secondary,no,23,297,0,0
84,42,admin,241,yes,no,cellular,may,3,-1,other,divorced,secondary,no,15,1012,0,1
1099,25,unemployed,703,no,no,cellular,may,3,-1,other,single,secondary,no,5,1100,0,0
4010,57,unemployed,3518,yes,no,cellular,aug,3,-1,other,married,primary,no,25,626,0,1
6823,32,technician,267,no,no,cellular,may,1,-1,other,divorced,tertiary,no,26,128,0,0
1317,47,services,-288,yes,no,unknown,may,7,-1,other,divorced,secondary,no,28,107,0,0
1308,48,admin,0,yes,no,cellular,may,1,168,failure,married,unknown,no,8,85,2,0
3828,30,management,2,no,no,cellular,aug,21,-1,other,single,tertiary,no,27,19,0,0
7338,46,management,460,no,no,cellular,jan,1,-1,other,married,tertiary,no,28,56,0,0
4298,29,management,572,no,no,cellular,jun,1,-1,other,single,tertiary,no,4,224,0,1
5480,32,admin,471,no,yes,cellular,apr,3,-1,other,single,secondary,no,2,243,0,1
5225,47,blue-collar,3237,yes,no,unknown,may,3,-1,other,married,secondary,no,15,198,0,0
7476,61,services,211,no,no,cellular,aug,2,186,failure,married,primary,no,31,443,3,1
1981,26,admin,1595,no,no,cellular,mar,1,-1,other,married,secondary,no,2,54,0,0
5157,32,admin,1604,no,yes,cellular,jul,1,-1,other,married,secondary,no,7,625,0,1
2256,31,blue-collar,292,yes,yes,unknown,may,18,-1,other,married,primary,no,30,30,0,0
4592,52,blue-collar,1624,no,no,unknown,jun,3,-1,other,married,primary,no,20,114,0,0
7787,41,technician,102,yes,yes,unknown,may,9,-1,other,married,secondary,no,14,387,0,0
3792,43,admin,0,no,no,unknown,jun,12,-1,other,married,secondary,no,20,804,0,0
5914,45,admin,5511,no,no,cellular,jul,1,-1,other,married,unknown,no,2,272,0,1
5053,42,technician,757,no,no,cellular,feb,1,-1,other,married,tertiary,no,10,154,0,1
3219,45,technician,351,yes,no,telephone,aug,2,-1,other,married,secondary,no,29,18,0,0
6282,31,admin,728,yes,yes,cellular,may,1,352,failure,married,secondary,no,15,152,4,0
3470,46,admin,1342,yes,no,cellular,feb,1,-1,other,divorced,secondary,no,4,135,0,0
1810,45,management,1300,no,no,cellular,jul,3,-1,other,married,tertiary,no,30,135,0,0
2625,34,management,1058,yes,no,unknown,may,2,-1,other,single,tertiary,no,28,864,0,1
4393,38,management,3576,no,no,cellular,nov,2,183,success,married,unknown,no,25,349,1,1
4739,38,self-employed,2674,yes,no,unknown,jun,2,-1,other,divorced,secondary,no,19,163,0,0
1315,34,technician,122,no,no,unknown,may,5,-1,other,single,tertiary,no,27,73,0,0
4591,25,blue-collar,1243,no,yes,cellular,jul,7,-1,other,single,secondary,no,10,1341,0,1
2226,39,services,0,yes,no,cellular,may,1,-1,other,married,secondary,no,8,503,0,0
3445,48,technician,606,yes,no,cellular,aug,4,-1,other,married,secondary,no,19,231,0,0
7421,33,admin,2,yes,no,unknown,may,1,-1,other,married,secondary,no,20,201,0,0
4665,33,management,2885,no,no,cellular,aug,2,-1,other,divorced,tertiary,no,5,1051,0,1
6651,37,technician,0,no,no,unknown,jun,1,-1,other,married,secondary,yes,18,236,0,0
4845,51,blue-collar,4695,no,no,cellular,aug,10,-1,other,married,secondary,no,29,8,0,0
7370,34,management,273,yes,no,cellular,may,1,175,failure,married,tertiary,no,14,492,2,1
5581,32,services,1349,yes,no,cellular,aug,2,-1,other,married,primary,no,7,132,0,0
1077,55,unemployed,2206,no,no,cellular,aug,1,91,success,married,secondary,no,12,265,5,1
2104,27,management,178,yes,no,unknown,jun,2,-1,other,single,secondary,no,3,732,0,1
3576,40,technician,4736,yes,no,cellular,feb,2,-1,other,divorced,tertiary,no,11,285,0,1
1371,38,technician,10596,no,no,cellular,aug,1,197,other,married,secondary,no,19,195,4,1
3131,56,services,530,yes,no,unknown,may,7,-1,other,married,secondary,no,20,51,0,0
792,56,management,3120,yes,no,cellular,aug,2,-1,other,married,tertiary,no,7,666,0,0
4860,44,technician,0,yes,no,unknown,may,3,-1,other,married,secondary,no,30,243,0,0
4339,32,technician,550,no,no,cellular,nov,1,-1,other,single,tertiary,no,19,337,0,1
6332,33,admin,272,yes,no,cellular,sep,2,92,success,single,tertiary,no,1,293,3,1
1201,32,self-employed,1464,no,no,telephone,aug,2,-1,other,married,tertiary,no,14,133,0,0
6180,56,management,94,no,no,cellular,jul,3,-1,other,married,tertiary,no,23,530,0,0
4660,36,admin,787,no,no,unknown,jun,1,-1,other,single,secondary,no,17,92,0,0
1484,72,unemployed,3856,no,no,cellular,dec,4,115,other,married,primary,no,10,582,1,1
3542,57,management,2845,yes,no,telephone,apr,5,-1,other,married,tertiary,no,19,1143,0,1
6104,23,unemployed,1234,no,no,cellular,nov,1,-1,other,single,secondary,no,16,250,0,1
6148,38,management,1101,yes,no,telephone,nov,1,-1,other,married,tertiary,no,9,43,0,0
7722,39,management,139,no,no,cellular,aug,2,-1,other,single,tertiary,no,22,109,0,0
4560,68,unemployed,2820,no,no,cellular,dec,1,97,failure,married,tertiary,no,3,154,2,1
5407,31,admin,4198,no,no,cellular,nov,1,-1,other,single,secondary,no,25,234,0,1
4175,35,blue-collar,5271,yes,no,cellular,apr,2,-1,other,married,tertiary,no,14,119,0,0
716,29,blue-collar,213,yes,no,unknown,jun,3,-1,other,single,primary,no,6,2653,0,1
7294,36,self-employed,506,no,no,cellular,nov,1,70,failure,married,tertiary,no,3,217,2,1
2229,29,admin,260,yes,no,cellular,feb,2,273,failure,single,secondary,no,4,453,2,0
7548,36,technician,368,yes,yes,unknown,may,2,-1,other,married,secondary,no,6,1597,0,1
2585,37,management,1027,yes,no,cellular,oct,1,119,failure,single,tertiary,no,1,137,1,1
1057,40,management,1308,no,no,telephone,feb,2,-1,other,married,tertiary,no,3,1776,0,1
6681,46,self-employed,526,no,no,cellular,apr,1,87,other,single,secondary,no,30,523,2,1
7381,60,admin,-396,yes,no,cellular,may,1,350,failure,married,secondary,no,11,443,1,0
2233,38,admin,262,no,no,cellular,feb,2,180,failure,single,secondary,no,3,315,6,1
5190,37,services,466,yes,yes,cellular,may,1,-1,other,married,secondary,no,25,377,0,1
3924,47,blue-collar,643,yes,no,unknown,jun,6,-1,other,married,primary,no,20,18,0,0
3222,36,management,436,no,no,cellular,apr,1,595,failure,single,tertiary,no,13,567,2,1
4302,47,blue-collar,4227,yes,no,cellular,may,1,-1,other,married,primary,no,13,659,0,1
3919,45,blue-collar,0,yes,no,cellular,oct,1,165,failure,single,secondary,no,16,283,3,0
929,26,admin,3672,yes,no,unknown,may,5,-1,other,single,tertiary,no,29,360,0,0
5909,39,blue-collar,142,no,yes,cellular,jul,4,-1,other,married,secondary,no,14,424,0,0
2814,34,services,-30,no,no,cellular,jul,3,-1,other,single,secondary,no,21,1360,0,1
5972,29,unemployed,78,no,no,cellular,apr,1,-1,other,single,secondary,no,30,239,0,1
7492,25,services,0,yes,no,cellular,jul,9,-1,other,married,secondary,no,24,458,0,1
7087,26,blue-collar,-36,yes,no,unknown,jun,2,-1,other,single,secondary,yes,3,482,0,1
5484,48,management,-244,yes,no,unknown,may,1,-1,other,divorced,tertiary,no,5,253,0,0
6080,67,management,1287,no,no,cellular,feb,1,-1,other,married,secondary,no,2,511,0,0
501,39,blue-collar,522,yes,no,telephone,may,7,350,failure,single,secondary,no,14,225,2,0
22,25,unemployed,277,no,no,cellular,may,2,-1,other,single,unknown,no,27,311,0,1
4617,33,management,312,no,no,cellular,aug,1,369,failure,single,tertiary,no,11,271,3,0
2874,60,technician,824,yes,no,cellular,aug,1,181,success,married,secondary,no,9,265,8,1
6743,77,unemployed,3324,no,no,cellular,may,1,91,success,married,primary,no,13,289,5,1
5261,34,blue-collar,262,no,no,cellular,jun,1,-1,other,married,secondary,no,1,339,0,1
1859,27,technician,2,yes,yes,cellular,may,2,356,failure,single,secondary,no,6,554,1,1
5212,52,management,48,no,no,unknown,jun,2,-1,other,married,primary,no,9,135,0,0
1101,32,admin,4344,yes,no,cellular,nov,2,118,failure,single,secondary,no,17,79,3,0
3163,32,self-employed,286,yes,no,cellular,aug,1,-1,other,married,primary,no,6,175,0,0
369,49,management,350,no,no,cellular,aug,6,-1,other,married,tertiary,no,12,238,0,0
6005,45,blue-collar,-311,yes,no,unknown,may,1,-1,other,divorced,primary,no,23,1030,0,1
6795,74,unemployed,670,no,no,cellular,apr,5,-1,other,married,primary,no,23,266,0,1
2709,53,technician,751,yes,no,unknown,may,4,-1,other,divorced,secondary,no,16,343,0,0
6467,27,management,3104,yes,no,unknown,may,2,-1,other,single,tertiary,no,28,160,0,0
4636,47,blue-collar,-614,yes,no,unknown,may,2,-1,other,married,secondary,yes,26,118,0,0
465,31,entrepreneur,734,yes,no,cellular,may,1,168,other,single,tertiary,no,7,295,4,0
752,32,technician,932,yes,no,cellular,apr,1,318,failure,single,tertiary,no,16,944,1,1
1543,31,technician,882,no,no,cellular,jun,1,-1,other,single,tertiary,no,3,411,0,1
7105,46,technician,190,yes,no,cellular,aug,2,-1,other,married,secondary,no,12,370,0,0
1590,46,services,312,yes,yes,cellular,jul,7,-1,other,married,primary,no,25,137,0,0
1517,26,unemployed,285,yes,no,cellular,may,2,342,failure,married,secondary,no,6,265,2,0
6024,32,technician,127,yes,no,cellular,aug,17,-1,other,single,tertiary,no,27,20,0,0
0,55,admin,1662,no,no,cellular,jun,2,-1,other,married,secondary,no,4,94,0,1
5442,29,blue-collar,3310,no,no,cellular,sep,1,91,failure,married,secondary,no,1,367,4,0
4698,40,blue-collar,-839,yes,yes,cellular,jul,2,-1,other,married,secondary,no,16,1018,0,1
7486,35,management,-292,yes,no,cellular,may,2,272,failure,single,tertiary,no,18,166,6,0
1806,35,management,146,no,no,cellular,aug,2,-1,other,divorced,tertiary,no,6,720,0,1
683,43,unemployed,7298,no,no,unknown,jun,2,-1,other,married,primary,no,11,36,0,0
6473,45,management,3643,no,no,cellular,nov,1,-1,other,married,tertiary,no,21,162,0,0
3311,32,technician,129,yes,no,cellular,may,1,-1,other,single,secondary,no,7,213,0,0
1171,33,management,3770,no,no,cellular,jan,2,-1,other,single,tertiary,no,28,757,0,0
3331,39,technician,1293,no,no,cellular,jun,2,-1,other,married,tertiary,no,3,140,0,1
2004,42,blue-collar,273,no,no,unknown,jun,1,-1,other,married,secondary,no,12,315,0,0
2154,77,unemployed,7802,no,no,telephone,may,1,92,success,married,tertiary,no,4,421,2,1
7591,46,technician,1353,no,no,cellular,aug,5,-1,other,married,secondary,no,18,528,0,1
5771,41,entrepreneur,121,yes,no,cellular,may,1,287,failure,married,tertiary,no,5,456,1,0
1521,34,blue-collar,640,yes,no,cellular,apr,2,-1,other,married,secondary,no,29,636,0,1
7562,40,services,1305,no,no,cellular,jul,1,-1,other,married,secondary,no,22,255,0,0
1166,31,management,471,no,no,cellular,aug,2,-1,other,single,tertiary,no,29,153,0,0
6700,28,blue-collar,97,yes,no,unknown,may,1,-1,other,single,secondary,no,7,67,0,0
620,24,unemployed,382,no,no,cellular,nov,2,92,failure,single,secondary,no,13,256,3,1
3221,41,self-employed,0,yes,no,cellular,nov,1,-1,other,married,secondary,yes,17,789,0,1
2020,70,unemployed,2346,no,no,cellular,feb,1,184,failure,married,primary,no,24,694,5,1
3674,33,technician,801,no,no,cellular,aug,5,-1,other,divorced,secondary,no,7,341,0,1
6862,41,unemployed,0,no,no,cellular,apr,1,181,success,married,tertiary,no,29,882,3,1
6162,78,unemployed,3417,no,no,cellular,may,1,181,success,divorced,secondary,no,12,309,1,1
2094,34,management,1310,no,yes,cellular,nov,3,-1,other,single,tertiary,no,20,90,0,0
3295,43,management,2640,no,no,cellular,nov,4,-1,other,married,tertiary,no,21,314,0,1
