,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
7731,32,technician,253,yes,no,cellular,nov,1,170,failure,0
1549,70,unemployed,0,no,no,cellular,sep,1,-1,other,1
6378,40,entrepreneur,3571,no,no,unknown,jun,3,-1,other,0
2523,35,unemployed,154,no,no,cellular,jul,4,181,failure,1
5375,41,self-employed,1755,no,no,unknown,jun,10,-1,other,0
3410,36,admin,3954,yes,no,unknown,may,1,-1,other,0
6000,41,technician,5372,yes,no,cellular,jan,3,-1,other,1
2235,48,blue-collar,51,no,yes,telephone,jul,1,-1,other,0
1512,60,management,79,no,no,unknown,jun,3,-1,other,0
7722,39,management,139,no,no,cellular,aug,2,-1,other,0
6333,54,technician,2156,yes,no,cellular,apr,1,86,success,1
3738,55,blue-collar,3917,yes,no,cellular,may,1,-1,other,1
4377,42,blue-collar,413,yes,no,cellular,aug,2,-1,other,1
5610,49,entrepreneur,687,yes,no,cellular,apr,1,-1,other,1
4398,42,technician,314,no,no,cellular,aug,22,-1,other,0
4429,38,management,-239,yes,no,unknown,jun,2,-1,other,0
107,40,blue-collar,-60,yes,no,cellular,jul,1,-1,other,0
4201,29,management,572,no,no,cellular,dec,1,195,success,1
2840,28,admin,1104,yes,no,cellular,jul,7,-1,other,0
6279,33,admin,235,yes,no,cellular,may,1,-1,other,1
5406,52,technician,36,yes,no,unknown,may,1,-1,other,0
1064,51,technician,2323,yes,yes,cellular,aug,10,-1,other,0
352,69,unemployed,247,no,no,cellular,apr,2,-1,other,1
4223,40,unemployed,3430,yes,no,cellular,nov,3,-1,other,0
7033,45,blue-collar,1794,yes,no,unknown,may,2,-1,other,0
5999,71,unemployed,2600,no,no,cellular,aug,1,-1,other,1
304,34,blue-collar,800,no,no,cellular,apr,1,-1,other,1
7778,53,entrepreneur,1129,no,yes,cellular,jul,8,-1,other,0
407,31,technician,3338,yes,no,cellular,dec,2,-1,other,1
1845,33,blue-collar,1464,yes,no,unknown,may,3,-1,other,1
2093,33,services,908,yes,yes,cellular,jul,2,-1,other,0
6412,28,self-employed,0,yes,no,cellular,feb,3,196,failure,1
7619,24,management,736,yes,no,cellular,apr,2,246,other,1
5759,26,blue-collar,399,yes,no,cellular,jul,2,-1,other,0
1992,56,unemployed,-1206,yes,no,cellular,jun,2,-1,other,1
5169,45,admin,2033,no,no,cellular,may,4,-1,other,0
516,54,technician,3994,no,yes,cellular,apr,2,-1,other,1
6471,34,technician,1,no,no,cellular,aug,2,-1,other,1
66,37,self-employed,235,yes,no,cellular,apr,4,323,failure,0
747,57,blue-collar,3109,no,no,cellular,sep,2,105,success,1
2172,34,blue-collar,550,yes,no,cellular,apr,3,346,failure,0
3778,72,unemployed,0,no,no,cellular,dec,2,-1,other,0
6897,30,technician,167,no,no,unknown,sep,1,-1,other,0
636,38,services,2678,no,no,cellular,sep,2,187,success,1
2721,30,technician,778,yes,no,cellular,may,2,346,failure,0
4161,27,technician,489,yes,no,cellular,jul,4,-1,other,1
394,27,blue-collar,23,no,no,cellular,feb,2,-1,other,0
4996,28,unemployed,863,yes,yes,unknown,may,1,-1,other,0
5857,49,blue-collar,388,no,no,telephone,jul,2,-1,other,0
1897,30,management,14,no,no,cellular,jul,2,-1,other,0
5113,46,admin,272,no,no,cellular,jul,4,-1,other,0
3622,27,blue-collar,317,yes,no,unknown,may,10,-1,other,0
4462,59,technician,2,no,no,cellular,aug,2,-1,other,0
7191,26,technician,192,yes,no,unknown,may,1,-1,other,0
4236,49,entrepreneur,-1965,no,yes,telephone,jul,2,-1,other,0
5112,28,admin,144,no,yes,cellular,jul,1,-1,other,0
668,39,management,1836,no,no,cellular,aug,3,-1,other,1
7446,60,unemployed,894,yes,no,unknown,may,7,-1,other,0
650,72,unemployed,2304,no,no,telephone,may,4,-1,other,1
1290,27,services,504,yes,no,cellular,may,5,362,other,0
6873,35,admin,404,yes,no,unknown,may,1,-1,other,1
2815,25,technician,839,yes,no,cellular,may,3,-1,other,1
5896,43,services,800,yes,no,cellular,may,1,-1,other,1
7248,29,management,1445,no,no,cellular,apr,2,143,success,1
7780,71,unemployed,2988,no,no,telephone,apr,1,-1,other,1
996,31,admin,0,yes,yes,cellular,nov,3,-1,other,0
4028,30,blue-collar,971,yes,no,cellular,apr,1,317,other,0
4266,45,management,31472,no,no,cellular,jul,7,-1,other,1
1791,52,unemployed,350,no,yes,cellular,jul,1,-1,other,0
7290,39,admin,160,yes,no,cellular,aug,1,-1,other,0
2010,32,management,578,no,yes,cellular,jul,2,-1,other,0
7219,32,services,1743,yes,no,cellular,apr,1,261,other,0
6981,34,admin,36,no,no,cellular,aug,6,-1,other,0
31,28,services,19,no,no,cellular,apr,1,-1,other,1
3582,38,management,1187,yes,yes,cellular,feb,1,-1,other,0
4044,45,blue-collar,640,yes,no,cellular,may,1,-1,other,1
1024,54,management,8295,no,no,cellular,jun,1,-1,other,1
1533,54,management,1168,no,no,telephone,may,5,-1,other,0
935,34,services,2956,no,no,cellular,aug,2,-1,other,1
7543,55,blue-collar,7378,no,no,unknown,may,3,-1,other,0
907,60,admin,-444,no,yes,cellular,jul,1,-1,other,0
1866,25,admin,122,yes,no,cellular,may,2,-1,other,1
4254,44,services,-972,yes,yes,unknown,may,2,-1,other,0
1882,40,management,1509,no,no,cellular,may,1,58,failure,0
3843,58,management,407,yes,no,cellular,jul,2,-1,other,0
3764,35,unemployed,68,no,no,cellular,jul,1,-1,other,1
925,35,technician,300,yes,no,unknown,may,4,-1,other,0
3261,59,admin,3735,no,no,cellular,jun,3,91,success,1
1511,45,technician,1831,no,no,cellular,may,2,-1,other,1
3932,36,management,1057,no,no,cellular,jul,2,164,failure,1
5957,59,admin,4196,no,no,telephone,jul,2,-1,other,0
2337,56,technician,1561,no,no,cellular,aug,1,-1,other,0
4597,33,admin,3160,no,no,unknown,jun,13,-1,other,0
6157,34,blue-collar,2994,yes,no,cellular,may,1,176,failure,0
421,46,blue-collar,993,yes,no,unknown,jun,1,-1,other,0
6622,41,management,254,no,no,cellular,jun,2,294,failure,1
1726,50,technician,396,no,no,unknown,jun,2,-1,other,1
3945,41,self-employed,3123,yes,no,cellular,apr,2,135,failure,1
6110,38,technician,3278,no,no,cellular,aug,14,-1,other,1
3561,30,technician,106,yes,no,cellular,may,3,-1,other,0
5206,30,technician,569,no,no,cellular,aug,12,-1,other,1
5775,37,admin,-261,no,yes,cellular,jul,1,-1,other,0
1513,42,blue-collar,260,yes,no,telephone,jul,2,-1,other,0
6299,54,technician,10185,no,no,cellular,feb,1,186,success,1
5861,46,management,11385,no,no,cellular,mar,3,-1,other,1
3759,52,blue-collar,230,yes,no,cellular,may,2,170,failure,0
2670,26,unemployed,13107,yes,no,cellular,may,2,-1,other,0
809,34,management,8,no,no,cellular,aug,4,-1,other,0
4825,28,management,1240,no,no,cellular,aug,1,-1,other,1
1312,27,services,223,yes,yes,cellular,may,2,-1,other,0
6014,54,unemployed,1664,no,no,cellular,sep,1,105,success,1
3666,38,technician,185,no,yes,cellular,aug,16,-1,other,0
6408,42,unemployed,1713,yes,no,unknown,may,2,-1,other,1
3910,41,blue-collar,1954,no,no,cellular,nov,1,110,success,0
2414,55,admin,46,no,no,cellular,aug,4,-1,other,0
4577,46,management,0,no,no,cellular,aug,6,-1,other,0
2162,65,unemployed,3629,no,no,cellular,apr,1,-1,other,1
4616,50,management,1200,no,no,cellular,aug,3,-1,other,1
487,68,unemployed,250,no,no,cellular,feb,1,-1,other,1
1700,69,unemployed,2398,no,no,cellular,apr,1,186,failure,0
1343,58,management,577,no,no,unknown,may,3,-1,other,0
4192,39,services,109,yes,no,unknown,may,3,-1,other,0
5289,30,management,536,no,no,cellular,jul,1,-1,other,1
2252,51,technician,573,yes,yes,unknown,may,1,-1,other,0
6364,31,unemployed,582,yes,no,cellular,jun,2,-1,other,1
1055,29,blue-collar,16,no,no,unknown,may,3,-1,other,0
3143,29,services,1386,yes,no,unknown,may,1,-1,other,0
1854,31,services,2050,yes,no,cellular,nov,5,-1,other,0
372,29,admin,613,yes,no,unknown,jun,1,-1,other,0
5506,39,blue-collar,0,yes,yes,cellular,may,5,-1,other,1
7635,30,management,156,yes,no,unknown,jun,9,-1,other,0
5819,39,management,120,no,no,unknown,jun,1,-1,other,0
6987,37,blue-collar,106,yes,no,cellular,aug,1,392,failure,1
5767,32,entrepreneur,-934,yes,no,cellular,nov,1,-1,other,0
1252,40,management,0,no,no,cellular,jul,8,-1,other,0
3018,21,unemployed,423,no,no,cellular,apr,5,-1,other,1
323,29,unemployed,497,yes,no,cellular,may,3,298,success,1
1885,46,unemployed,44,no,no,cellular,aug,1,-1,other,1
684,46,admin,-60,no,no,cellular,nov,1,-1,other,0
3530,42,services,4279,yes,no,cellular,jul,1,-1,other,0
2194,44,self-employed,163,yes,no,cellular,aug,1,100,success,0
7332,44,blue-collar,140,yes,no,unknown,may,9,-1,other,0
70,56,services,0,no,no,cellular,aug,4,-1,other,0
4213,31,technician,253,no,no,cellular,jan,1,-1,other,0
5614,45,management,226,yes,no,cellular,feb,4,185,success,1
2090,49,management,5689,no,no,cellular,aug,1,97,failure,1
5266,37,services,319,yes,no,unknown,jun,3,-1,other,1
1995,29,blue-collar,59,yes,yes,cellular,jul,4,-1,other,0
5313,37,admin,36,yes,no,unknown,may,1,-1,other,0
1740,36,management,8564,yes,no,unknown,may,1,-1,other,0
3141,53,blue-collar,3079,no,no,cellular,apr,1,-1,other,0
5701,25,admin,184,no,yes,telephone,jul,7,-1,other,0
5673,38,technician,0,no,no,cellular,aug,2,-1,other,0
2889,32,blue-collar,15341,no,no,unknown,may,3,-1,other,0
1014,30,admin,0,no,no,cellular,sep,3,-1,other,1
568,43,services,192,yes,yes,unknown,may,2,-1,other,0
7578,53,technician,6831,no,no,cellular,may,2,-1,other,1
6710,36,admin,1328,no,no,cellular,jul,9,-1,other,0
963,19,unemployed,329,no,no,cellular,apr,1,190,success,1
203,39,blue-collar,1317,yes,no,cellular,nov,1,170,other,1
1325,33,admin,572,yes,no,cellular,apr,1,74,failure,1
1985,42,blue-collar,149,yes,no,telephone,jul,3,-1,other,0
4818,50,admin,81,no,yes,cellular,nov,1,-1,other,0
6795,74,unemployed,670,no,no,cellular,apr,5,-1,other,1
4512,59,services,739,no,no,cellular,jan,1,-1,other,1
2638,80,unemployed,235,no,no,cellular,mar,1,223,other,1
7256,51,management,346,no,no,cellular,aug,1,180,success,1
7561,60,blue-collar,5,no,no,cellular,oct,1,-1,other,1
5004,29,management,637,yes,no,cellular,jun,1,119,failure,1
1777,37,technician,1,yes,no,unknown,may,1,-1,other,1
5339,37,technician,1458,no,no,cellular,apr,1,-1,other,1
6926,26,blue-collar,535,no,no,cellular,aug,1,-1,other,1
6426,40,technician,693,no,no,cellular,jan,1,-1,other,0
5069,43,technician,7876,yes,no,cellular,aug,2,-1,other,0
1745,47,management,334,yes,no,cellular,jun,3,94,success,1
2488,50,blue-collar,280,yes,no,unknown,jun,23,-1,other,0
5083,49,management,178,no,no,cellular,aug,2,-1,other,0
2728,45,management,237,yes,no,cellular,nov,1,-1,other,0
6785,45,blue-collar,803,yes,no,cellular,may,4,-1,other,1
7501,28,blue-collar,-284,yes,no,unknown,may,1,-1,other,0
192,45,admin,0,no,no,cellular,oct,1,-1,other,1
5222,24,blue-collar,833,yes,no,cellular,may,1,-1,other,1
7461,39,technician,3,no,no,cellular,may,1,-1,other,1
2541,44,technician,-375,yes,yes,telephone,may,4,-1,other,0
6754,34,technician,27,yes,no,unknown,may,3,-1,other,0
3893,62,unemployed,1515,yes,no,cellular,oct,1,187,failure,0
3247,32,management,0,yes,yes,cellular,nov,2,-1,other,0
5341,61,management,967,no,no,cellular,aug,1,-1,other,0
7527,40,entrepreneur,3585,no,no,cellular,sep,3,-1,other,1
3573,31,management,927,no,no,cellular,aug,4,-1,other,0
6688,36,services,78,yes,no,telephone,jul,9,-1,other,1
4318,53,entrepreneur,162,yes,no,cellular,may,2,-1,other,0
709,32,management,6542,yes,no,cellular,may,4,175,failure,1
5603,40,unemployed,991,yes,no,unknown,jun,2,-1,other,0
5204,45,management,3150,yes,no,cellular,nov,2,-1,other,0
6265,37,admin,3954,yes,no,cellular,aug,1,117,failure,0
6064,36,blue-collar,1830,no,no,cellular,oct,1,91,failure,0
5117,39,admin,150,no,no,cellular,jun,4,-1,other,1
6196,35,blue-collar,4963,yes,no,cellular,may,1,300,failure,1
6936,32,management,937,no,no,cellular,aug,1,94,failure,0
1969,36,blue-collar,-20,yes,no,unknown,may,3,-1,other,0
3656,70,unemployed,2064,no,no,cellular,oct,1,-1,other,0
2479,30,management,415,yes,yes,cellular,may,1,343,failure,1
3721,30,management,552,yes,no,cellular,aug,2,-1,other,0
1699,31,self-employed,17924,yes,no,cellular,nov,3,-1,other,0
4248,60,unemployed,209,no,no,cellular,aug,3,106,failure,1
3436,50,management,-516,yes,no,unknown,may,2,-1,other,0
4719,24,admin,230,yes,no,cellular,may,1,-1,other,0
4930,51,admin,340,yes,no,unknown,may,1,-1,other,0
2708,39,management,691,yes,yes,cellular,apr,1,255,failure,0
456,32,management,131,yes,yes,cellular,jul,2,-1,other,1
5,41,admin,-76,yes,no,cellular,apr,1,-1,other,0
6666,54,unemployed,309,no,no,cellular,aug,2,-1,other,1
5595,54,self-employed,990,no,no,cellular,jun,2,-1,other,1
4071,39,admin,1388,yes,no,cellular,jul,5,-1,other,0
5915,35,management,-202,yes,no,unknown,may,3,-1,other,0
7725,33,services,1082,yes,yes,cellular,nov,1,-1,other,0
4806,32,blue-collar,435,yes,no,unknown,may,2,-1,other,0
5475,26,management,390,no,no,cellular,aug,1,-1,other,1
7071,57,services,0,no,no,cellular,aug,1,-1,other,1
6783,59,services,0,no,yes,cellular,jul,2,-1,other,0
2128,40,blue-collar,-426,no,yes,unknown,may,1,-1,other,0
355,36,services,526,yes,no,cellular,apr,2,324,other,0
1072,51,services,289,no,no,unknown,may,5,-1,other,0
2271,35,blue-collar,0,yes,no,cellular,feb,3,280,other,0
6619,34,blue-collar,39,no,no,cellular,may,2,299,failure,0
4903,38,blue-collar,961,yes,no,unknown,may,1,-1,other,0
1991,21,unemployed,215,no,no,cellular,may,1,89,success,1
4785,31,management,78,yes,no,cellular,jul,2,-1,other,0
5865,27,admin,592,yes,yes,cellular,feb,3,-1,other,0
1074,46,management,461,no,no,cellular,dec,2,-1,other,1
470,50,management,2050,no,no,cellular,aug,3,-1,other,0
5936,48,management,263,yes,no,unknown,may,2,-1,other,0
2788,44,blue-collar,2885,yes,no,unknown,may,3,-1,other,0
839,56,admin,4118,no,no,telephone,may,1,-1,other,1
943,52,unemployed,1639,no,no,cellular,aug,1,-1,other,0
2795,54,admin,184,no,no,unknown,may,2,-1,other,1
5035,36,management,242,yes,no,cellular,may,1,-1,other,0
5679,44,services,-156,no,yes,cellular,jul,2,-1,other,1
5562,31,unemployed,2616,no,no,cellular,may,1,185,other,1
90,32,technician,-114,no,no,cellular,aug,2,-1,other,0
7620,33,services,1697,no,no,cellular,may,1,182,success,1
3747,43,blue-collar,8,no,no,telephone,jul,5,-1,other,0
4210,36,technician,3,no,no,cellular,aug,4,-1,other,0
2632,50,blue-collar,15,yes,no,cellular,may,2,350,failure,0
422,54,self-employed,1463,no,no,unknown,jun,1,-1,other,0
6294,31,admin,131,yes,no,cellular,jun,1,-1,other,1
1405,40,management,964,yes,no,telephone,may,3,-1,other,0
2049,29,management,697,no,no,cellular,feb,1,-1,other,1
949,31,blue-collar,0,yes,no,unknown,may,1,-1,other,0
969,39,technician,-1451,yes,yes,cellular,jul,5,-1,other,0
387,35,self-employed,524,yes,no,cellular,nov,4,-1,other,0
4860,44,technician,0,yes,no,unknown,may,3,-1,other,0
2575,34,blue-collar,3,yes,no,telephone,may,1,-1,other,0
6424,28,admin,330,no,no,cellular,jun,2,182,success,1
651,56,management,25290,no,no,cellular,jul,12,-1,other,0
6652,24,unemployed,834,no,no,cellular,sep,1,-1,other,1
1185,53,technician,7984,yes,no,cellular,feb,1,-1,other,0
856,42,blue-collar,-67,yes,no,unknown,may,1,-1,other,0
2341,21,blue-collar,682,no,no,cellular,mar,1,-1,other,1
2809,45,blue-collar,96,yes,no,cellular,apr,3,256,failure,1
7661,38,admin,0,yes,no,telephone,jul,8,-1,other,0
3081,38,admin,0,yes,no,cellular,sep,1,92,success,1
7313,28,blue-collar,115,yes,no,unknown,may,4,-1,other,0
4062,45,admin,205,no,no,cellular,may,1,90,success,1
7480,41,management,456,yes,no,cellular,aug,4,-1,other,1
1609,32,blue-collar,902,yes,no,unknown,may,2,-1,other,0
4101,38,management,4335,yes,no,cellular,nov,1,-1,other,0
6914,44,blue-collar,112,yes,no,unknown,may,2,-1,other,0
5537,29,management,5359,no,no,cellular,feb,1,-1,other,1
612,34,management,0,yes,yes,cellular,jul,1,-1,other,0
1304,58,admin,826,no,no,unknown,jun,1,-1,other,1
2572,35,technician,7050,no,no,cellular,aug,3,182,success,1
2649,51,management,1573,no,no,cellular,aug,18,-1,other,0
2112,28,technician,922,yes,no,cellular,apr,1,-1,other,0
2456,55,management,2037,no,no,cellular,nov,2,273,failure,1
6393,27,unemployed,468,no,no,cellular,feb,2,-1,other,0
3596,28,blue-collar,-46,yes,no,cellular,sep,1,92,success,1
3551,34,technician,2085,no,no,cellular,aug,3,182,success,1
4300,38,blue-collar,495,yes,no,unknown,may,1,-1,other,0
2440,46,technician,3308,no,no,cellular,jul,2,-1,other,1
3797,38,services,0,no,yes,cellular,jul,6,-1,other,0
6035,27,management,0,no,yes,cellular,jul,1,-1,other,0
4697,39,technician,1846,no,no,cellular,feb,5,-1,other,0
4736,35,unemployed,634,no,no,cellular,jul,2,-1,other,0
2455,31,admin,81,yes,no,cellular,apr,2,165,other,0
7624,57,unemployed,63,no,yes,cellular,jul,17,-1,other,1
2024,53,technician,480,no,no,unknown,jun,2,-1,other,1
7380,38,entrepreneur,2543,no,no,cellular,nov,3,93,success,1
6119,50,admin,237,no,yes,telephone,nov,1,-1,other,1
2191,28,management,2840,no,no,cellular,apr,5,-1,other,1
3014,36,technician,27,yes,no,cellular,feb,1,260,success,1
7455,58,admin,1947,no,no,telephone,oct,1,-1,other,1
2161,32,self-employed,0,yes,no,cellular,may,1,-1,other,1
4485,28,technician,4513,yes,no,unknown,may,3,-1,other,0
3724,27,admin,261,yes,yes,cellular,jun,4,-1,other,1
7629,48,blue-collar,595,no,no,cellular,jul,1,-1,other,0
4285,34,management,250,no,no,cellular,dec,1,188,other,0
6070,43,self-employed,3003,no,no,cellular,aug,3,-1,other,0
3679,38,admin,0,yes,yes,cellular,apr,2,-1,other,1
3585,26,unemployed,100,no,no,cellular,may,1,-1,other,1
5010,34,management,5,no,no,cellular,aug,2,-1,other,1
1379,57,technician,28,yes,no,cellular,may,1,358,failure,0
4289,26,unemployed,3511,no,no,cellular,apr,2,-1,other,1
4055,29,unemployed,25,no,no,cellular,apr,2,-1,other,1
2209,24,admin,541,yes,no,unknown,jun,4,-1,other,0
1899,25,self-employed,42,yes,no,cellular,mar,1,-1,other,1
7078,77,unemployed,0,no,no,cellular,aug,1,-1,other,1
1171,33,management,3770,no,no,cellular,jan,2,-1,other,0
679,23,management,2143,no,no,cellular,mar,2,-1,other,1
3028,39,management,1880,no,no,cellular,aug,2,-1,other,1
4886,54,management,4393,yes,no,unknown,may,3,-1,other,1
5812,40,management,4095,yes,no,cellular,apr,1,-1,other,0
5789,34,management,275,no,no,cellular,aug,2,455,other,1
3675,40,technician,990,yes,no,cellular,feb,3,-1,other,0
788,44,admin,40,no,yes,unknown,may,2,-1,other,0
136,33,admin,177,yes,no,cellular,may,1,-1,other,0
1066,25,blue-collar,2007,no,no,cellular,jan,2,-1,other,1
5447,34,management,3050,yes,no,cellular,may,1,-1,other,1
3495,43,admin,817,yes,yes,cellular,nov,1,-1,other,0
3359,25,management,362,no,no,cellular,jun,2,-1,other,1
771,31,management,0,no,no,cellular,aug,4,-1,other,0
3781,29,management,1026,no,no,cellular,nov,1,92,other,1
1741,58,unemployed,1425,no,no,cellular,apr,1,-1,other,1
2434,71,unemployed,3230,no,no,cellular,may,2,133,failure,1
5317,37,technician,6714,yes,no,unknown,may,1,-1,other,0
2568,41,services,205,yes,no,unknown,may,1,-1,other,0
6924,29,blue-collar,0,no,no,cellular,feb,2,-1,other,0
6551,35,admin,11,yes,no,cellular,jul,4,-1,other,0
3419,41,services,450,yes,no,unknown,may,2,-1,other,0
130,43,services,774,no,no,cellular,jun,1,91,success,1
6933,37,management,0,no,no,cellular,jul,3,-1,other,0
2934,32,admin,620,no,no,cellular,apr,2,343,failure,0
5441,44,management,1954,no,no,cellular,jun,1,-1,other,1
3057,29,management,600,yes,no,cellular,oct,5,-1,other,0
2651,61,unemployed,5267,no,no,cellular,feb,3,-1,other,1
2356,52,services,36,yes,yes,cellular,may,1,-1,other,1
6613,32,management,935,no,no,cellular,nov,1,91,success,1
4502,26,technician,515,no,no,cellular,may,1,-1,other,1
6326,29,blue-collar,1,yes,no,unknown,may,1,-1,other,0
7667,47,blue-collar,820,no,no,cellular,jan,1,91,success,1
497,37,unemployed,48,no,no,cellular,jul,10,-1,other,0
7537,47,services,1764,no,yes,cellular,aug,6,-1,other,0
7212,70,unemployed,6422,no,no,cellular,mar,1,-1,other,1
7567,43,blue-collar,953,yes,no,unknown,may,1,-1,other,0
2385,54,admin,0,no,no,cellular,jul,2,-1,other,0
6525,39,blue-collar,172,yes,no,cellular,feb,2,183,failure,1
7365,58,admin,1813,yes,no,telephone,jul,1,-1,other,0
5706,28,unemployed,221,yes,no,cellular,may,1,-1,other,0
2769,72,unemployed,2,no,no,cellular,aug,2,-1,other,1
4240,47,blue-collar,303,no,no,unknown,jun,1,-1,other,0
5261,34,blue-collar,262,no,no,cellular,jun,1,-1,other,1
1613,57,management,337,no,no,cellular,feb,2,-1,other,0
63,37,technician,5953,no,no,cellular,aug,1,-1,other,0
7770,56,blue-collar,8163,no,no,cellular,aug,4,-1,other,1
7166,52,unemployed,2251,yes,no,unknown,jun,9,-1,other,0
2704,39,technician,291,yes,no,cellular,may,2,-1,other,1
6521,56,blue-collar,316,yes,no,unknown,may,1,-1,other,0
2843,61,unemployed,3140,yes,yes,cellular,aug,4,98,other,1
6034,27,technician,393,no,no,cellular,apr,2,-1,other,1
6380,30,self-employed,1031,no,no,unknown,oct,1,-1,other,0
5456,56,management,722,no,no,cellular,feb,3,94,failure,0
1641,52,services,3283,no,no,unknown,jun,1,-1,other,0
